Nth, string addition, bignum fast doubling 
1289 ,2272552,12950
1290 ,2271740,13008
1291 ,2275473,12914
1292 ,2274880,13265
1293 ,2279548,14791
1294 ,2280849,13492
1295 ,2280269,13368
1296 ,2284797,13302
1297 ,2284091,13159
1298 ,2287762,13370
1299 ,2288364,13310
1300 ,2293538,13363
1301 ,2294694,13262
1302 ,2292721,13238
1303 ,2297300,15206
1304 ,2295698,13444
1305 ,2299702,13317
1306 ,2299161,13327
1307 ,2303287,13323
1308 ,2305200,13324
1309 ,2304642,14927
1310 ,2308704,13380
1311 ,2307897,13350
1312 ,2312404,13239
1313 ,2315352,13307
1314 ,2314658,13241
1315 ,2317868,13335
1316 ,2317585,13333
1317 ,2321190,13249
1318 ,2320496,13359
1319 ,2327232,13441
1320 ,2325917,13353
1321 ,2325558,13368
1322 ,2329557,13332
1323 ,2328893,13389
1324 ,2333130,13415
1325 ,2334912,14852
1326 ,2335106,13449
1327 ,2341599,13389
1328 ,2338183,13430
1329 ,2342197,13415
1330 ,2343495,13294
1331 ,2345108,13438
1332 ,2346438,13403
1333 ,2346317,13436
1334 ,2350368,13441
1335 ,2349515,13427
1336 ,2353518,13424
1337 ,2355515,13444
1338 ,2354678,13434
1339 ,2359348,13603
1340 ,2360334,13470
1341 ,2365686,15069
1342 ,2364426,13568
1343 ,2363941,13561
1344 ,2369979,13404
1345 ,2367414,13428
1346 ,2371112,13356
1347 ,2373197,13488
1348 ,2372467,13417
1349 ,2376132,13524
1350 ,2375744,13435
1351 ,2380070,13479
1352 ,2379573,13467
1353 ,2385727,13517
1354 ,2386042,13489
1355 ,2384534,13540
1356 ,2388514,13498
1357 ,2388300,14965
1358 ,2392689,13579
1359 ,2393929,13512
1360 ,2393160,13387
1361 ,2397518,13464
1362 ,2396434,13440
1363 ,2400545,13431
1364 ,2454094,13535
1365 ,2436345,13527
1366 ,2445629,13576
1367 ,2444538,13690
1368 ,2439939,13633
1369 ,2442168,13496
1370 ,2441752,13635
1371 ,2445986,13627
1372 ,2452268,13779
1373 ,2449022,15312
1374 ,2452519,13982
1375 ,2450405,13815
1376 ,2454024,13798
1377 ,2456202,14140
1378 ,2458012,13940
1379 ,2467851,13855
1380 ,2464771,13948
1381 ,2461965,13954
1382 ,2464421,14010
1383 ,2464622,14032
1384 ,2470562,14051
1385 ,2472002,14116
1386 ,2474941,14080
1387 ,2475209,14400
1388 ,2476684,14154
1389 ,2474883,15977
1390 ,2479528,14230
1391 ,2483981,14182
1392 ,2496164,14072
1393 ,2490188,14104
1394 ,2486566,14098
1395 ,2487605,14122
1396 ,2487016,14167
1397 ,2490726,14154
1398 ,2492826,14179
1399 ,2491632,14128
1400 ,2496260,14153
1401 ,2497907,14179
1402 ,2497502,14070
1403 ,2504756,14244
1404 ,2511522,14293
1405 ,2509472,16205
1406 ,2519016,14214
1407 ,2510606,14204
1408 ,2510823,14203
1409 ,2511809,14106
1410 ,2511146,14123
1411 ,2516090,14136
1412 ,2516427,14197
1413 ,2516364,14117
1414 ,2520402,14246
1415 ,2520746,14223
1416 ,2527413,14251
1417 ,2534308,14170
1418 ,2530795,14144
1419 ,2540005,14175
1420 ,2534282,14244
1421 ,2531601,15858
1422 ,2534310,14237
1423 ,2536218,14321
1424 ,2535826,14157
1425 ,2539826,14212
1426 ,2539839,14154
1427 ,2542929,14286
1428 ,2546823,14265
1429 ,2551515,14348
1430 ,2552139,14340
1431 ,2550692,14402
1432 ,2553218,14239
1433 ,2556990,14346
1434 ,2556972,14259
1435 ,2554743,14251
1436 ,2558577,14315
1437 ,2558067,15871
1438 ,2561426,14331
1439 ,2564170,14384
1440 ,2564650,14301
1441 ,2574699,14275
1442 ,2569969,14324
1443 ,2569152,14373
1444 ,2573360,14347
1445 ,2579254,14416
1446 ,2577017,14349
1447 ,2581379,14481
1448 ,2581153,14279
1449 ,2579576,14395
1450 ,2583453,14285
1451 ,2585274,14286
1452 ,2587982,14456
1453 ,2597308,16216
1454 ,2589936,14342
1455 ,2593286,14325
1456 ,2594183,14302
1457 ,2594273,14404
1458 ,2600628,14308
1459 ,2599592,14414
1460 ,2598416,14487
1461 ,2601910,14415
1462 ,2609544,14573
1463 ,2604561,14570
1464 ,2609782,14587
1465 ,2616272,14600
1466 ,2612008,14632
1467 ,2612566,14706
1468 ,2614051,14627
1469 ,2614052,16178
1470 ,2620020,14749
1471 ,2622115,14756
1472 ,2621287,14633
1473 ,2623833,14805
1474 ,2624639,14805
1475 ,2625339,14762
1476 ,2631538,15089
1477 ,2638080,15186
1478 ,2631771,15147
1479 ,2633614,14968
1480 ,2634628,15154
1481 ,2634237,15127
1482 ,2638974,15240
1483 ,2644750,15019
1484 ,2640828,17276
1485 ,2645437,16762
1486 ,2646826,15075
1487 ,2646942,15056
1488 ,2657761,15316
1489 ,2664123,15162
1490 ,2655853,14952
1491 ,2655754,15000
1492 ,2655956,14990
1493 ,2655310,14976
1494 ,2658782,15011
1495 ,2660941,15104
1496 ,2660587,15287
1497 ,2664061,15184
1498 ,2665954,15119
1499 ,2666471,15177
1500 ,2679735,15143
1501 ,2675383,16496
1502 ,2678250,15198
1503 ,2678662,15189
1504 ,2678760,15147
1505 ,2677177,15183
1506 ,2681955,15146
1507 ,2682694,15245
1508 ,2681336,15154
1509 ,2685587,15183
1510 ,2686957,15286
1511 ,2688138,15195
1512 ,2697432,15173
1513 ,2695246,15239
1514 ,2698444,15248
1515 ,2697487,15227
1516 ,2697862,15254
1517 ,2696767,16663
1518 ,2700920,15321
1519 ,2702768,15404
1520 ,2702111,15319
1521 ,2706194,15283
1522 ,2709937,15233
1523 ,2717592,15282
1524 ,2716808,15233
1525 ,2715210,15340
1526 ,2716853,15261
1527 ,2719831,15256
1528 ,2718631,15330
1529 ,2718077,15262
1530 ,2721257,15314
1531 ,2723663,15305
1532 ,2725053,15357
1533 ,2726036,16875
1534 ,2733812,15278
1535 ,2733598,15359
1536 ,2733086,15341
1537 ,2734109,15285
1538 ,2737475,15222
1539 ,2739940,15257
1540 ,2743012,15224
1541 ,2741396,15132
1542 ,2741308,15209
1543 ,2746558,15273
1544 ,2746331,15258
1545 ,2748437,15281
1546 ,2757446,15240
1547 ,2755277,15279
1548 ,2754019,15318
1549 ,2752110,16890
1550 ,2757192,15384
1551 ,2762344,15355
1552 ,2758397,15470
1553 ,2762257,15449
1554 ,2762835,15512
1555 ,2763280,15584
1556 ,2769420,15526
1557 ,2777075,15479
1558 ,2774985,15560
1559 ,2773255,15656
1560 ,2773374,15665
1561 ,2775348,15698
1562 ,2782227,15706
1563 ,2795900,15750
1564 ,2783775,15776
1565 ,2780675,17254
1566 ,2784315,15747
1567 ,2788455,15819
1568 ,2795769,15789
1569 ,2802714,15868
1570 ,2792111,15777
1571 ,2792932,15865
1572 ,2792414,15830
1573 ,2797108,15938
1574 ,2798097,15866
1575 ,2797449,15928
1576 ,2801391,15812
1577 ,2803274,15871
1578 ,2804375,15878
1579 ,2816681,15962
1580 ,2812685,15843
1581 ,2818201,17337
1582 ,2814163,15917
1583 ,2815949,15945
1584 ,2815463,15774
1585 ,2815599,15878
1586 ,2819039,15975
1587 ,2821410,15988
1588 ,2822272,15903
1589 ,2823190,15935
1590 ,2830845,15916
1591 ,2833097,16008
1592 ,2836292,15964
1593 ,2836815,16194
1594 ,2834165,15952
1595 ,2834845,15969
1596 ,2833839,15997
1597 ,2837961,17533
1598 ,2839735,16109
1599 ,2839111,16083
1600 ,2846716,15993
1601 ,2852875,15906
1602 ,2850518,15899
1603 ,2848176,16055
1604 ,2856531,16037
1605 ,2854193,15904
1606 ,2851934,15935
1607 ,2855648,16007
1608 ,2857000,15885
1609 ,2858695,15984
1610 ,2858820,15959
1611 ,2864895,16026
1612 ,2873560,16049
1613 ,2867418,17425
1614 ,2868884,15944
1615 ,2870518,16036
1616 ,2876770,16023
1617 ,2871778,15988
1618 ,2875100,15991
1619 ,2876829,16052
1620 ,2875643,15990
1621 ,2880258,16004
1622 ,2883310,15990
1623 ,2893271,16037
1624 ,2884647,16077
1625 ,2888757,16031
1626 ,2889051,16112
1627 ,2893764,16000
1628 ,2890726,16044
1629 ,2894240,17485
1630 ,2895337,16121
1631 ,2894994,16146
1632 ,2899538,16158
1633 ,2904096,16000
1634 ,2907158,16276
1635 ,2905993,16072
1636 ,2906144,16113
1637 ,2907962,16014
1638 ,2911860,15997
1639 ,2916665,16137
1640 ,2915097,16186
1641 ,2915054,16100
1642 ,2914367,16196
1643 ,2921163,16342
1644 ,2930391,16307
1645 ,2929429,18024
1646 ,2924267,16307
1647 ,2925523,16314
1648 ,2926866,16425
1649 ,2928920,16401
1650 ,2927894,16433
1651 ,2932126,16444
1652 ,2933651,18132
1653 ,2935322,16558
1654 ,2937948,16514
1655 ,2951097,16523
1656 ,2950868,16569
1657 ,2944279,16581
1658 ,2945133,16568
1659 ,2945839,16636
1660 ,2947744,16758
1661 ,2947021,18391
1662 ,2950806,16928
1663 ,2953278,16876
1664 ,2954757,16794
1665 ,2958321,16739
1666 ,2967939,16942
1667 ,2969392,16904
1668 ,2963562,16883
1669 ,2961361,16872
1670 ,2964667,16856
1671 ,2967121,16848
1672 ,2969718,21835
1673 ,2967441,18230
1674 ,2971725,17456
1675 ,2976654,17038
1676 ,2986211,16839
1677 ,2979521,19649
1678 ,2985094,16926
1679 ,2983876,16847
1680 ,2982447,16983
1681 ,2982439,16824
1682 ,2986940,16864
1683 ,2988347,16826
1684 ,2988605,16811
1685 ,2990521,16872
1686 ,2997529,16850
1687 ,2998405,16910
1688 ,2998558,16882
1689 ,3001858,16851
1690 ,3004418,16772
1691 ,3002984,16917
1692 ,3003425,16903
1693 ,3002702,18554
1694 ,3006543,16932
1695 ,3008600,16874
1696 ,3012091,16934
1697 ,3015566,16899
1698 ,3017888,16878
1699 ,3019414,16846
1700 ,3023007,16793
1701 ,3018370,16943
1702 ,3021442,16944
1703 ,3021780,17011
1704 ,3024124,16836
1705 ,3023561,16892
1706 ,3031032,16943
1707 ,3044046,16949
1708 ,3032980,16971
1709 ,3030480,18514
1710 ,3034610,16947
1711 ,3041166,16989
1712 ,3038609,22669
1713 ,3039086,18460
1714 ,3038600,17496
1715 ,3043001,17273
1716 ,3046720,17123
1717 ,3056550,17115
1718 ,3049433,16926
1719 ,3050222,16995
1720 ,3051609,17042
1721 ,3053922,17170
1722 ,3056745,17000
1723 ,3059481,17056
1724 ,3059554,17037
1725 ,3063175,19505
1726 ,3064858,17225
1727 ,3079891,17131
1728 ,3078318,17107
1729 ,3069400,16997
1730 ,3068998,17103
1731 ,3068643,17198
1732 ,3072652,17125
1733 ,3074189,17055
1734 ,3075774,17206
1735 ,3075524,17183
1736 ,3082430,17163
1737 ,3090369,17208
1738 ,3095084,17175
1739 ,3090078,17247
1740 ,3086109,17351
1741 ,3088205,18908
1742 ,3090484,17346
1743 ,3094958,17364
1744 ,3090853,17387
1745 ,3095424,17370
1746 ,3098172,21284
1747 ,3104380,17645
1748 ,3105208,17311
1749 ,3109529,17415
1750 ,3105590,17522
1751 ,3106210,17514
1752 ,3107083,17529
1753 ,3106771,17883
1754 ,3110362,17677
1755 ,3112098,17724
1756 ,3114115,17635
1757 ,3117865,19528
1758 ,3120228,17737
1759 ,3122298,17875
1760 ,3128544,17609
1761 ,3128390,17738
1762 ,3122987,17771
1763 ,3127223,17733
1764 ,3128296,17644
1765 ,3130092,17663
1766 ,3131726,17765
1767 ,3134048,17619
1768 ,3143650,17724
1769 ,3138822,17695
1770 ,3143994,17553
1771 ,3144385,17637
1772 ,3141059,17632
1773 ,3144126,19387
1774 ,3145726,17743
1775 ,3146826,17701
1776 ,3148235,17611
1777 ,3155633,17687
1778 ,3160070,17747
1779 ,3157140,17787
1780 ,3157041,17641
1781 ,3159232,17611
1782 ,3161259,17649
1783 ,3162287,17755
1784 ,3164699,17588
1785 ,3164497,17792
1786 ,3165207,17703
1787 ,3178345,17877
1788 ,3171966,17775
1789 ,3171809,19607
1790 ,3173472,17896
1791 ,3175970,17857
1792 ,3185900,17799
1793 ,3181241,17738
1794 ,3179882,17703
1795 ,3182571,17723
1796 ,3184250,17707
1797 ,3194325,17749
1798 ,3190173,17674
1799 ,3189626,17648
1800 ,3190964,17685
1801 ,3190592,17673
1802 ,3198907,17725
1803 ,3197280,17677
1804 ,3198671,17765
1805 ,3199510,19470
1806 ,3204087,17775
1807 ,3217611,17782
1808 ,3214894,18431
1809 ,3208440,17868
1810 ,3208289,17929
1811 ,3207941,17848
1812 ,3211285,17639
1813 ,3218257,17858
1814 ,3216174,17634
1815 ,3217529,17730
1816 ,3220433,17873
1817 ,3235188,17955
1818 ,3227525,17727
1819 ,3224937,17843
1820 ,3225956,17788
1821 ,3225846,19442
1822 ,3229109,17982
1823 ,3231590,17870
1824 ,3234907,17853
1825 ,3236508,17963
1826 ,3247853,18004
1827 ,3240654,17952
1828 ,3247389,18072
1829 ,3243849,18001
1830 ,3243741,18025
1831 ,3244317,18529
1832 ,3244478,18051
1833 ,3248238,18110
1834 ,3249370,18170
1835 ,3253695,18228
1836 ,3261070,18201
1837 ,3254700,19948
1838 ,3264531,18300
1839 ,3262005,18294
1840 ,3260478,18276
1841 ,3261675,18453
1842 ,3263426,18438
1843 ,3263374,18507
1844 ,3269202,18801
1845 ,3279542,18685
1846 ,3273781,18499
1847 ,3274174,18597
1848 ,3278932,19049
1849 ,3276594,18882
1850 ,3277698,18839
1851 ,3279408,18696
1852 ,3280667,18877
1853 ,3282349,20140
1854 ,3284111,18728
1855 ,3294073,18721
1856 ,3292053,18705
1857 ,3291568,18686
1858 ,3295497,18566
1859 ,3295143,18699
1860 ,3293289,18659
1861 ,3296162,18779
1862 ,3298446,18668
1863 ,3302362,18593
1864 ,3310245,18647
1865 ,3306654,18680
1866 ,3303243,18672
1867 ,3307503,18682
1868 ,3313294,18863
1869 ,3311990,20213
1870 ,3312554,18667
1871 ,3314249,18737
1872 ,3315838,18610
1873 ,3321703,18784
1874 ,3324750,18640
1875 ,3321925,18703
1876 ,3323631,18645
1877 ,3324895,18688
1878 ,3329061,18685
1879 ,3329697,18732
1880 ,3330038,18735
1881 ,3332690,18731
1882 ,3339047,18666
1883 ,3355660,18776
1884 ,3339631,18686
1885 ,3339580,20163
1886 ,3339849,18751
1887 ,3343435,18816
1888 ,3344157,18768
1889 ,3345088,18723
1890 ,3344782,18698
1891 ,3349817,18822
1892 ,3355933,18648
1893 ,3363423,18711
1894 ,3358024,18659
1895 ,3355531,18828
1896 ,3355036,18694
1897 ,3359189,22029
1898 ,3360772,18714
1899 ,3362426,18754
1900 ,3364441,18647
1901 ,3370332,20461
1902 ,3374673,18779
1903 ,3378241,18845
1904 ,3381024,18781
1905 ,3373538,18816
1906 ,3375319,18670
1907 ,3376456,18830
1908 ,3378290,18780
1909 ,3377310,18788
1910 ,3384035,18760
1911 ,3392901,18933
1912 ,3388830,18802
1913 ,3392373,18897
1914 ,3392334,18946
1915 ,3390489,19053
1916 ,3390184,18981
1917 ,3394261,20459
1918 ,3395785,18990
1919 ,3401483,19054
1920 ,3413077,18905
1921 ,3403032,19110
1922 ,3403530,19094
1923 ,3407011,19122
1924 ,3410557,19091
1925 ,3408671,19128
1926 ,3409445,19145
1927 ,3411156,19206
1928 ,3415162,19269
1929 ,3422981,19208
1930 ,3419004,19260
1931 ,3418128,19367
1932 ,3421230,19330
1933 ,3426089,20882
1934 ,3424718,19410
1935 ,3428560,19357
1936 ,3425080,19391
1937 ,3428550,19381
1938 ,3440484,19370
1939 ,3433902,19476
1940 ,3433703,19619
1941 ,3435757,19511
1942 ,3442014,19379
1943 ,3440501,19470
1944 ,3439415,19414
1945 ,3441723,19506
1946 ,3447472,19524
1947 ,3455325,19588
1948 ,3451094,19421
1949 ,3449443,20981
1950 ,3451501,19549
1951 ,3452962,19585
1952 ,3460491,19543
1953 ,3459658,19553
1954 ,3457522,19459
1955 ,3461400,19556
1956 ,3471162,19425
1957 ,3474645,19465
1958 ,3469823,19554
1959 ,3465768,19613
1960 ,3468991,19472
1961 ,3469637,19483
1962 ,3472074,19491
1963 ,3473591,19647
1964 ,3482442,19615
1965 ,3486096,21160
1966 ,3487795,19606
1967 ,3486228,19604
1968 ,3483535,19588
1969 ,3484233,19648
1970 ,3485847,19558
1971 ,3487556,19586
1972 ,3489217,19532
1973 ,3492849,19571
1974 ,3499267,19631
1975 ,3496802,19654
1976 ,3502244,19597
1977 ,3500363,19511
1978 ,3502439,19603
1979 ,3501326,19712
1980 ,3503428,19520
1981 ,3504253,21095
1982 ,3512423,19660
1983 ,3519884,19624
1984 ,3515621,19542
1985 ,3519269,19549
1986 ,3515149,19505
1987 ,3515917,19564
1988 ,3517396,19653
1989 ,3519248,19656
1990 ,3520822,19570
1991 ,3522463,19591
1992 ,3530816,19678
1993 ,3527955,19593
1994 ,3528439,19644
1995 ,3533134,19697
1996 ,3530926,19600
1997 ,3533939,21157
1998 ,3536140,19639
1999 ,3542530,19724
2000 ,3547993,19598
2001 ,3546576,19727
2002 ,3542394,19628
2003 ,3543957,19698
2004 ,3550688,19703
2005 ,3550143,19802
2006 ,3548516,19823
2007 ,3549910,19870
2008 ,3554030,19829
2009 ,3561804,19871
2010 ,3559517,19928
2011 ,3557321,19993
2012 ,3558913,20025
2013 ,3561158,21711
2014 ,3567163,19999
2015 ,3567328,20100
2016 ,3569367,20098
2017 ,3574799,20057
2018 ,3583320,20109
2019 ,3573085,20146
2020 ,3572323,20161
2021 ,3573814,20111
2022 ,3576029,20154
2023 ,3577991,20196
2024 ,3579660,20615
2025 ,3582196,20330
2026 ,3586168,20363
2027 ,3600280,20473
2028 ,3593946,20345
2029 ,3589405,22001
2030 ,3591988,20634
2031 ,3595641,20531
2032 ,3595114,20973
2033 ,3596067,20700
2034 ,3598405,20813
2035 ,3604975,20757
2036 ,3606054,20733
2037 ,3610540,20794
2038 ,3605133,20665
2039 ,3605996,22626
2040 ,3608951,20772
2041 ,3609210,20754
2042 ,3610797,20795
2043 ,3614053,20663
2044 ,3621640,20644
2045 ,3620239,22717
2046 ,3624811,20767
2047 ,3621008,20758
2048 ,3624365,20941
2049 ,3620943,20795
2050 ,3624545,20892
2051 ,3627786,20850
2052 ,3632655,20849
2053 ,3633782,20801
2054 ,3632934,20842
2055 ,3639112,20927
2056 ,3636337,20870
2057 ,3637485,20812
2058 ,3638896,20802
2059 ,3640830,20857
2060 ,3643722,20863
2061 ,3655826,22582
2062 ,3647140,20961
2063 ,3647911,20948
2064 ,3652817,20944
2065 ,3654722,20902
2066 ,3653080,20859
2067 ,3654124,20928
2068 ,3656206,20905
2069 ,3663673,20890
2070 ,3664541,20795
2071 ,3662471,20923
2072 ,3663867,20875
2073 ,3674672,20912
2074 ,3667448,20924
2075 ,3668477,21009
2076 ,3670032,20945
2077 ,3673694,22463
2078 ,3681101,20975
2079 ,3676785,20914
2080 ,3676901,20890
2081 ,3678990,20910
2082 ,3685901,20903
2083 ,3683202,20879
2084 ,3683879,20936
2085 ,3684405,20946
2086 ,3697897,20877
2087 ,3709153,21031
2088 ,3692088,21046
2089 ,3691984,20952
2090 ,3694211,20957
2091 ,3696440,21060
2092 ,3697481,21057
2093 ,3699529,22455
2094 ,3704730,21060
2095 ,3711649,21100
2096 ,3714469,21032
2097 ,3707607,21188
2098 ,3713294,21120
2099 ,3707588,21291
2100 ,3712470,21161
2101 ,3715261,21232
2102 ,3718775,21290
2103 ,3727520,21385
2104 ,3721547,21285
2105 ,3729537,21331
2106 ,3725414,21325
2107 ,3727196,21551
2108 ,3725653,21346
2109 ,3727167,22938
2110 ,3729876,21493
2111 ,3735178,21505
2112 ,3736899,21455
2113 ,3735551,21529
2114 ,3739631,21521
2115 ,3742554,21522
2116 ,3739329,21564
2117 ,3741135,21779
2118 ,3743622,21594
2119 ,3748955,21696
2120 ,3753253,21643
2121 ,3749018,21777
2122 ,3751527,21811
2123 ,3756212,22106
2124 ,3753429,21909
2125 ,3754991,23420
2126 ,3757211,21803
2127 ,3761304,21992
2128 ,3768306,21793
2129 ,3768913,21882
2130 ,3765175,21863
2131 ,3770349,21906
2132 ,3768955,21856
2133 ,3768546,21784
2134 ,3770256,21899
2135 ,3774197,21918
2136 ,3783357,21970
2137 ,3778538,21971
2138 ,3777396,21872
2139 ,3779881,21841
2140 ,3785959,21774
2141 ,3783601,23420
2142 ,3785851,21958
2143 ,3789900,21933
2144 ,3806819,21936
2145 ,3800440,21915
2146 ,3794833,21876
2147 ,3793341,21988
2148 ,3794793,21899
2149 ,3796891,21885
2150 ,3798207,21914
2151 ,3798740,21885
2152 ,3806007,21964
2153 ,3820935,22080
2154 ,3808017,21880
2155 ,3807379,22003
2156 ,3808745,21940
2157 ,3811309,23415
2158 ,3813706,21990
2159 ,3815661,22045
2160 ,3818740,21984
2161 ,3825561,22042
2162 ,3827148,21992
2163 ,3823364,22024
2164 ,3822529,22017
2165 ,3834814,21919
2166 ,3826004,21960
2167 ,3831759,21985
2168 ,3834330,21918
2169 ,3837836,21965
2170 ,3839131,22075
2171 ,3848701,22049
2172 ,3837520,21963
2173 ,3838411,25385
2174 ,3840012,22124
2175 ,3839714,22136
2176 ,3846403,22031
2177 ,3851124,22002
2178 ,3850193,21944
2179 ,3853167,22130
2180 ,3853238,22133
2181 ,3852751,22110
2182 ,3853876,21957
2183 ,3855411,21986
2184 ,3861561,22067
2185 ,3872399,22046
2186 ,3864329,22017
2187 ,3864146,22081
2188 ,3869474,22085
2189 ,3868030,23736
2190 ,3868469,22249
2191 ,3869882,22267
2192 ,3873022,22154
2193 ,3880938,22335
2194 ,3875967,22223
2195 ,3876638,22352
2196 ,3883780,22230
2197 ,3884358,22423
2198 ,3882703,22440
2199 ,3884363,22489
2200 ,3891455,22425
2201 ,3902905,22472
2202 ,3891400,22555
2203 ,3890943,22584
2204 ,3892039,22602
2205 ,3893720,24144
2206 ,3894815,22601
2207 ,3897195,22621
2208 ,3905024,22660
2209 ,3918000,22595
2210 ,3904743,22653
2211 ,3904400,22790
2212 ,3907472,22681
2213 ,3907390,22857
2214 ,3909311,22955
2215 ,3910827,23032
2216 ,3914667,23419
2217 ,3923741,23097
2218 ,3926278,22994
2219 ,3921135,22784
2220 ,3919770,23010
2221 ,3921984,24466
2222 ,3923287,22900
2223 ,3925336,22857
2224 ,3928952,22883
2225 ,3938879,22928
2226 ,3947725,22806
2227 ,3938119,23058
2228 ,3933395,23043
2229 ,3936233,22996
2230 ,3937243,22862
2231 ,3938964,22844
2232 ,3942896,23166
2233 ,3950080,23009
2234 ,3947262,22922
2235 ,3952902,22988
2236 ,3950205,23142
2237 ,3949264,24793
2238 ,3951097,22963
2239 ,3953022,23300
2240 ,3957472,23114
2241 ,3962263,22945
2242 ,3959358,23140
2243 ,3965429,23177
2244 ,3964311,23417
2245 ,3964408,22937
2246 ,3965918,22986
2247 ,3967137,22899
2248 ,3972260,23124
2249 ,3972389,22980
2250 ,3972909,22865
2251 ,3975795,23049
2252 ,3980642,23151
2253 ,3978029,25165
2254 ,3980749,23346
2255 ,3983452,23282
2256 ,3991395,23150
2257 ,3987859,23078
2258 ,3986764,22980
2259 ,3988328,23152
2260 ,3994889,23276
2261 ,3992313,22891
2262 ,3993181,23019
2263 ,3998095,23040
2264 ,4011013,23173
2265 ,4002324,23166
2266 ,4002380,22953
2267 ,4008163,22993
2268 ,4009739,23043
2269 ,4005222,24356
2270 ,4008235,23135
2271 ,4012967,23240
2272 ,4024011,22947
2273 ,4017583,23050
2274 ,4016781,23019
2275 ,4015322,23035
2276 ,4017201,23118
2277 ,4018947,23037
2278 ,4021432,23095
2279 ,4025947,23088
2280 ,4033131,23109
2281 ,4034953,23181
2282 ,4032815,23135
2283 ,4031989,23241
2284 ,4031521,23133
2285 ,4032522,24787
2286 ,4035998,23313
2287 ,4042196,23452
2288 ,4043070,23356
2289 ,4047535,23414
2290 ,4042966,23470
2291 ,4042669,23433
2292 ,4045482,23384
2293 ,4046583,23372
2294 ,4050390,23483
2295 ,4058324,23568
2296 ,4056475,23453
2297 ,4061271,23523
2298 ,4056881,23559
2299 ,4056821,23724
2300 ,4058643,25805
2301 ,4060036,25291
2302 ,4063579,23753
2303 ,4070949,23711
2304 ,4067528,23765
2305 ,4071446,23777
2306 ,4070735,23694
2307 ,4073275,23844
2308 ,4073555,23718
2309 ,4079964,23902
2310 ,4087290,23858
2311 ,4083448,23953
2312 ,4080994,23789
2313 ,4087064,23851
2314 ,4087845,23837
2315 ,4086470,23796
2316 ,4086549,23805
2317 ,4090322,25143
2318 ,4099408,24018
2319 ,4093430,23982
2320 ,4094154,23879
2321 ,4096413,23858
2322 ,4100139,23879
2323 ,4100418,23837
2324 ,4102900,23874
2325 ,4106599,23934
2326 ,4112664,23841
2327 ,4106426,23870
2328 ,4108047,23983
2329 ,4109537,23993
2330 ,4115924,23868
2331 ,4113534,23890
2332 ,4115957,23794
2333 ,4124313,25474
2334 ,4129604,24016
2335 ,4122087,23924
2336 ,4121240,23884
2337 ,4123649,23925
2338 ,4125321,23883
2339 ,4126393,23903
2340 ,4130480,23867
2341 ,4137659,23917
2342 ,4141608,24062
2343 ,4135557,23961
2344 ,4135871,23968
2345 ,4137469,24001
2346 ,4138784,23878
2347 ,4141898,24018
2348 ,4149516,23876
2349 ,4154148,25446
2350 ,4154798,24060
2351 ,4149569,24030
2352 ,4152102,24026
2353 ,4160761,23997
2354 ,4169851,23934
2355 ,4174826,23952
2356 ,4171548,24031
2357 ,4159972,24059
2358 ,4166071,23961
2359 ,4163110,24026
2360 ,4164166,23997
2361 ,4165082,24113
2362 ,4168627,24036
2363 ,4181892,24085
2364 ,4177630,24032
2365 ,4173226,25419
2366 ,4181219,24126
2367 ,4176187,24140
2368 ,4178193,24201
2369 ,4178303,24166
2370 ,4182753,24207
2371 ,4189799,24475
2372 ,4183741,24198
2373 ,4186932,24158
2374 ,4191803,24369
2375 ,4190411,24253
2376 ,4192421,24401
2377 ,4196498,24351
2378 ,4204577,24426
2379 ,4198141,24395
2380 ,4198018,24447
2381 ,4200810,26015
2382 ,4205901,24408
2383 ,4203716,24443
2384 ,4206202,24461
2385 ,4218158,24603
2386 ,4221529,24609
2387 ,4211897,24628
2388 ,4213244,24625
2389 ,4213566,24647
2390 ,4215323,24602
2391 ,4216637,24645
2392 ,4220728,24651
2393 ,4232835,24837
2394 ,4233428,24634
2395 ,4225894,24910
2396 ,4226054,24999
2397 ,4227290,26566
2398 ,4228770,25043
2399 ,4233821,24930
2400 ,4247591,25050
2401 ,4247301,24879
2402 ,4240364,25170
2403 ,4239174,25006
2404 ,4240349,24976
2405 ,4240680,25007
2406 ,4243386,25038
2407 ,4247990,25061
2408 ,4254512,25040
2409 ,4257207,25087
2410 ,4252495,25015
2411 ,4253164,25016
2412 ,4253323,26401
2413 ,4255060,24956
2414 ,4259025,25059
2415 ,4266023,25139
2416 ,4262442,24979
2417 ,4268589,24887
2418 ,4265419,24991
2419 ,4266967,24989
2420 ,4267222,24920
2421 ,4271414,27093
2422 ,4279243,24945
2423 ,4277326,24972
2424 ,4277267,24957
2425 ,4282420,24935
2426 ,4277986,24870
2427 ,4279652,24935
2428 ,4282361,26572
2429 ,4293608,25218
2430 ,4288262,24970
2431 ,4288572,24875
2432 ,4291841,24942
2433 ,4292987,25011
2434 ,4292670,24940
2435 ,4295339,24998
2436 ,4299469,24919
2437 ,4302473,24966
2438 ,4299010,25148
2439 ,4300771,25118
2440 ,4307114,25012
2441 ,4304746,25079
2442 ,4305810,24977
2443 ,4311525,25042
2444 ,4325108,26526
2445 ,4314373,25127
2446 ,4314172,25073
2447 ,4315871,25048
2448 ,4316065,25147
2449 ,4317296,25004
2450 ,4321744,25087
2451 ,4331768,25096
2452 ,4333208,25178
2453 ,4327444,25113
